id,visual,caption
75702310,https://upload.wikimedia.org/wikipedia/commons/0/0a/Hemidactylus_platyurus_%28Flat-tailed_House_Gecko%29_on_white_background%2C_focus_stacking.jpg,"<a href=""https://en.wikipedia.org/wiki/Hemidactylus_platyurus"" class=""extiw"" title=""en:Hemidactylus platyurus""><i>Hemidactylus platyurus</i></a> (flat-tailed house gecko) on white background, in Laos. <a href=""https://en.wikipedia.org/wiki/Focus_stacking"" class=""extiw"" title=""en:Focus stacking"">Focus stacking</a> from 20 pictures shot in studio."
2121728,https://upload.wikimedia.org/wikipedia/commons/4/4f/Rana_temporaria.jpg,"<a href=""https://en.wikipedia.org/wiki/Common_Frog"" class=""extiw"" title=""en:Common Frog"">Common Frogs</a> (<i>Rana temporaria</i>) also known as European Common Frogs."
37727737,https://upload.wikimedia.org/wikipedia/commons/3/3d/Gold_rim_swallowtail_%28Battus_polydamas_jamaicensis%29_underside_worn_2.JPG,"Gold rim swallowtail butterfly (<i><a href=""//commons.wikimedia.org/wiki/Battus_polydamas"" title=""Battus polydamas"">Battus polydamas jamaicensis</a></i>), Green Castle Estate, Jamaica"
83124979,https://upload.wikimedia.org/wikipedia/commons/9/9e/Macropus_giganteus_-_Brunkerville.jpg,"Eastern Grey Kangaroo mother and joey, Brunkerville, New South Wales, Australia"
9536333,https://upload.wikimedia.org/wikipedia/commons/9/99/Young_wild_boar.jpg,"<i>Snowi</i>, a young <a href=""https://en.wikipedia.org/wiki/Wild_boar"" class=""extiw"" title=""en:Wild boar"">wild boar</a> in the <a href=""https://de.wikipedia.org/wiki/Wisentgehege_Springe"" class=""extiw"" title=""de:Wisentgehege Springe"">Wisentgehege Springe game park</a> near <a href=""https://en.wikipedia.org/wiki/Springe"" class=""extiw"" title=""en:Springe"">Springe</a>, <a href=""https://en.wikipedia.org/wiki/Hanover_(district)"" class=""extiw"" title=""en:Hanover (district)"">Hanover</a>, Germany"
7990007,https://upload.wikimedia.org/wikipedia/commons/1/1e/An_Ant_in_Colombian_amber.jpg,"An ant in a small piece (1.5cm × 2cm) of Colombian <a href=""https://en.wikipedia.org/wiki/Amber"" class=""extiw"" title=""en:Amber"">Amber</a>"
14519348,https://upload.wikimedia.org/wikipedia/commons/5/5b/Marabou_Stork_at_Animal_Kingdom_Lodge.jpg,Wanyama Safari - Marabou Stork
77635528,https://upload.wikimedia.org/wikipedia/commons/9/97/Bighorn_Sheep_-_Kananaskis.jpg,"Bighorn Sheep in autumn Kananaskis country, Alberta, Canada"
31071679,https://upload.wikimedia.org/wikipedia/commons/4/41/Tragelaphus_angasii_-_female_-_Disney%27s_Animal_Kingdom_Lodge_-_2.jpg,"Nyala female (<i>Tragelaphus angasii</i>), Disney's Animal Kingdom Lodge"
31071678,https://upload.wikimedia.org/wikipedia/commons/a/a4/Tragelaphus_angasii_-_female_-_Disney%27s_Animal_Kingdom_Lodge_-_1.jpg,"Nyala female (<i>Tragelaphus angasii</i>), Disney's Animal Kingdom Lodge"
2426286,https://upload.wikimedia.org/wikipedia/commons/c/cd/Aepyceros_melampus_petersi_%E2%99%82.jpg,"Portrait of a <b>Black-faced Impala</b> ram between Olifantsbad and Aus, in Etosha National Park, Namibia."
75353121,https://upload.wikimedia.org/wikipedia/commons/b/b9/Panther_chameleon_%28Furcifer_pardalis%29_male_Montagne_d%E2%80%99Ambre.jpg,"Panther chameleon (<i>Furcifer pardalis</i>) male, Montagne d’Ambre, Madagascar. Joffreville locale. There is doubt about the number of possible species or subspecies of <i>Furcifer pardalis</i>. There may be as many as fourteen. The males can be described as colour morphs or forms; the females with their cryptic colouring are very difficult to tell apart. At the moment, the safest definition is to define locale or specific location."
19185804,https://upload.wikimedia.org/wikipedia/commons/4/40/Bonnet_macaque_in_tree%2C_Bangalore.jpg,"Bonnet macaque (<i>Macaca radiata</i>). Pictured in the Lalbagh Botanical Gardens, Bangalore, India"
106062156,https://upload.wikimedia.org/wikipedia/commons/3/3b/African_elephant_%28Loxodonta_africana%29_3.jpg,"African elephant (<i>Loxodonta africana</i>), Queen Elizabeth Park, Uganda"
41918223,https://upload.wikimedia.org/wikipedia/commons/c/c0/2015-07-27_20-51-30_Macroglossum-stellatarum.jpg,"This   file was uploaded  with <a href=""//commons.wikimedia.org/wiki/Commons:Commonist"" title=""Commons:Commonist"">Commonist</a>."
99565262,https://upload.wikimedia.org/wikipedia/commons/8/8c/Animal_Kingdom_265659.jpg,Animals
106065793,https://upload.wikimedia.org/wikipedia/commons/d/dc/Mountain_gorilla_%28Gorilla_beringei_beringei%29_female_2.jpg,"Mountain gorilla (<i>Gorilla beringei beringei</i>) female, Volcanoes National Park, Rwanda"
61391123,https://upload.wikimedia.org/wikipedia/commons/0/07/Animal_Kingdom_logo.png,Logo de la serie Animal Kingdom
18512526,https://upload.wikimedia.org/wikipedia/commons/f/f6/Poster_-_Animal_Kingdom%2C_The_03.jpg,"Film poster for the 1932 film <i><a href=""https://en.wikipedia.org/wiki/The_Animal_Kingdom"" class=""extiw"" title=""en:The Animal Kingdom"">The Animal Kingdom</a></i>"
